Country,Year,Status,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,polio(deaths/1000),Total expenditure,Diphtheria (deaths/1000), HIV/AIDS(impact),GDP,Population, thinness  10-19 years, thinness 5-9 years,Income composition of resources,Schooling,COVID ,Life expectancy ,,,,
Chile,2018,Developing,95,2,7.31,2613.00,95.00,2,65.60,1,95,8.09,93.00,0.1,15879.23,18403049,0.70,0.70,0.85,16.70,1.00,79.96,,,,
Chile,2017,Developing,85,2,7.39,2576.00,95.00,12,65.00,1,94,8.06,94.00,0.1,15137.23,18189593,0.80,0.70,0.85,16.60,1.00,79.83,,,,
Chile,2016,Developing,81,2,7.33,2487.00,95.00,2,64.40,2,96,7.97,95.00,0.1,14395.23,17976137,0.80,0.70,0.85,16.50,0.00,79.69,,,,
Chile,2015,Developing,82,2,7.30,2442.00,97.00,9,63.80,2,96,7.88,96.00,0.1,13653.23,17762681,0.80,0.80,0.85,16.30,2.00,79.56,,,,
Chile,2014,Developing,83,2,7.16,2353.00,95.00,0,63.10,2,95,7.79,95.00,0.1,14817.38,17613798,0.80,0.80,0.84,16.20,2.00,79.42,,,,
Chile,2013,Developing,84,2,7.20,2442.22,90.00,0,62.50,2,94,7.53,91.00,0.1,15941.40,17462982,0.80,0.80,0.83,15.60,1.00,79.29,,,,
Chile,2012,Developing,84,2,6.76,2260.78,90.00,0,61.80,2,94,7.24,94.00,0.1,15431.93,17397465,0.80,0.80,0.83,15.50,1.00,79.07,,,,
Chile,2011,Developing,86,2,7.26,2116.14,94.00,6,61.20,2,93,7.00,94.00,0.1,14756.92,17153357,0.80,0.80,0.82,15.40,1.00,78.85,,,,
Chile,2010,Developing,89,2,7.93,1771.49,92.00,0,60.60,2,92,6.97,92.00,0.1,12186.18,16993354,0.80,0.90,0.82,15.20,0.00,78.63,,,,
Chile,2009,Developing,91,2,7.67,1181.53,94.00,1,59.90,2,94,7.39,94.00,0.1,10243.33,16829442,0.80,0.90,0.82,15.30,2.00,78.41,,,,
Chile,2008,Developing,88,2,7.31,1241.55,95.00,0,59.30,2,95,6.87,95.00,0.1,10781.37,16661942,0.90,0.90,0.80,15.20,2.00,78.19,,,,
Chile,2007,Developing,89,2,7.39,1209.49,92.00,0,58.70,2,95,6.35,96.00,0.1,10526.88,16491687,0.90,0.90,0.80,14.80,1.00,77.96,,,,
Chile,2006,Developing,91,2,7.33,1275.69,95.00,0,58.10,2,94,6.18,94.00,0.1,9484.68,16319792,0.90,0.90,0.80,14.90,3.00,77.72,,,,
Chile,2005,Developing,93,2,7.57,954.96,999.00,0,57.40,2,92,6.69,91.00,0.1,7615.35,16147641,0.90,1.00,0.79,14.60,1.00,77.49,,,,
Chile,2004,Developing,97,2,6.32,787.86,999.00,0,56.80,2,94,6.93,93.00,0.1,5621.83,15973778,0.90,1.00,0.78,14.30,2.00,77.25,,,,
Chile,2003,Developing,21,2,6.37,584.10,999.00,1,56.10,2,96,7.34,96.00,0.1,4787.70,15799542,1.00,1.00,0.78,14.00,3.00,77.02,,,,
Chile,2002,Developing,11,2,6.06,675.78,999.00,0,55.40,3,97,6.48,97.00,0.1,4463.55,15623635,1.00,1.00,0.77,13.90,1.00,76.80,,,,
Chile,2001,Developing,16,2,6.10,687.51,999.00,0,54.70,3,96,6.51,97.00,0.1,4595.67,15444969,1.00,1.00,0.76,13.70,1.00,76.48,,,,
Chile,2000,Developing,13,2,6.24,674.15,999.00,0,54.00,3,91,6.40,91.00,0.1,4511.37,15262754,1.10,1.10,0.76,13.50,1.00,76.20,,,,
iraq,2021,Developing,198,37,0.11,415.60,61.00,181,60.30,37,61,6.30,67.00,0.1,5421.60,38765673,5.30,5.20,0.62,9.50,51.30,68.86,,,,
iraq,2020,Developing,190,35,0.14,425.50,62.00,214,60.70,36,62,6.20,67.00,0.1,5723.50,38766918,5.20,5.00,0.64,9.80,40.80,69.40,,,,
iraq,2019,Developing,184,34,0.13,435.50,62.00,103,61.10,39,63,5.32,68.00,0.1,5978.27,38891454,5.10,4.90,0.67,10.10,1.00,70.51,,,,
iraq,2018,Developing,180,33,0.15,461.50,66.00,153,60.60,38,61,4.59,69.00,0.1,5727.27,38801912,5.20,5.00,0.66,10.10,1.00,70.37,,,,
iraq,2017,Developing,178,33,0.17,456.80,61.00,124,60.10,37,62,5.75,79.00,0.1,5476.27,37906491,5.20,5.00,0.66,10.30,2.00,70.18,,,,
iraq,2016,Developing,177,32,0.19,423.50,77.00,2234,59.60,38,67,5.68,74.00,0.1,5225.27,37011070,5.30,5.10,0.65,10.50,1.00,69.98,,,,
iraq,2015,Developing,182,32,0.16,418.50,72.00,1433,59.10,38,63,5.61,78.00,0.1,4974.27,36115649,5.30,5.10,0.65,10.10,2.00,69.79,,,,
Iraq,2014,Developing,199,32,0.11,435.24,62.00,1317,58.50,39,67,5.54,64.00,0.1,6737.47,35681543,5.30,5.10,0.66,10.10,2.00,69.59,,,,
Iraq,2013,Developing,170,32,0.13,447.37,66.00,669,57.80,39,71,5.92,68.00,0.1,6925.22,33883145,5.30,5.10,0.66,10.30,1.00,69.40,,,,
Iraq,2012,Developing,147,32,0.15,429.66,61.00,15,57.20,39,67,5.26,69.00,0.1,6651.12,32776571,5.30,5.10,0.66,10.50,3.00,69.12,,,,
Iraq,2011,Developing,144,32,0.17,285.12,77.00,15,56.50,39,80,3.32,79.00,0.1,5854.61,31727531,5.30,5.10,0.65,10.40,1.00,68.84,,,,
Iraq,2010,Developing,145,32,0.19,218.23,72.00,492,55.80,39,74,3.82,74.00,0.1,4527.49,30762711,5.30,5.10,0.65,10.40,3.00,68.56,,,,
Iraq,2009,Developing,148,32,0.20,185.64,75.00,30328,55.20,39,78,4.65,78.00,0.1,3735.14,29894652,5.40,5.10,0.64,10.30,1.00,68.28,,,,
Iraq,2008,Developing,167,32,0.17,192.16,66.00,5494,54.50,38,71,3.93,69.00,0.1,4521.32,29111417,5.40,5.10,0.64,10.30,1.00,68.00,,,,
Iraq,2007,Developing,227,31,0.14,146.76,56.00,230,53.80,38,74,3.69,57.00,0.1,3129.22,28394331,5.40,5.10,0.64,10.20,1.00,68.15,,,,
Iraq,2006,Developing,249,31,0.03,75.26,59.00,474,53.20,38,63,3.00,59.00,0.1,2351.81,27697912,5.40,5.10,0.63,10.20,1.00,68.31,,,,
Iraq,2005,Developing,229,31,0.18,59.19,65.00,908,52.50,37,69,4.13,65.00,0.1,1849.64,27842612,5.40,5.20,0.63,10.10,2.00,68.46,,,,
Iraq,2004,Developing,211,30,0.32,44.12,62.00,9081,51.90,37,69,5.61,74.00,0.1,1391.82,26316691,5.40,5.20,0.60,9.80,1.00,68.62,,,,
Iraq,2003,Developing,213,30,0.07,40.00,63.00,0,51.30,37,73,4.36,75.00,0.1,1290.50,25627626,5.50,5.20,0.62,9.40,1.00,68.77,,,,
Iraq,2002,Developing,144,30,0.15,36.50,65.00,0,5.60,37,76,3.80,77.00,0.1,1024.50,24939299,5.50,5.30,0.61,9.10,1.00,68.82,,,,
Iraq,2001,Developing,142,30,0.17,28.50,66.00,4088,5.10,37,81,3.50,78.00,0.1,850.30,24251649,5.60,5.30,0.61,8.70,1.00,68.87,,,,
Iraq,2000,Developing,144,30,0.20,23.50,67.00,726,49.50,37,83,3.20,8.00,0.1,750.30,23565413,5.60,5.40,0.60,8.60,1.00,68.92,,,,
Philippines,2021,Developing,256,53,4.38,286.50,61.00,958,24.50,63,70,4.92,63.00,0.1,2802.50,107962773,1.00,9.50,0.68,11.60,18.50,69.81,,,,
Philippines,2020,Developing,248,51,4.40,280.50,62.00,1246,24.80,61,71,4.98,61.00,0.1,2815.00,108110296,1.00,9.60,0.69,11.80,8.60,70.60,,,,
Philippines,2019,Developing,234,49,4.22,276.27,61.00,420,25.60,62,71,5.06,62.00,0.1,2965.00,108124531,1.00,9.70,0.70,11.90,1.00,71.16,,,,
Philippines,2018,Developing,214,49,4.45,267.27,63.00,5551,25.58,63,75,4.99,63.00,0.1,2941.00,105124532,1.00,9.80,0.69,11.80,2.00,71.03,,,,
Philippines,2017,Developing,213,51,4.44,258.27,62.00,651,25.52,65,76,4.92,65.00,0.1,2926.34,103260627,1.00,9.50,0.69,11.80,1.00,70.87,,,,
Philippines,2016,Developing,210,50,4.42,249.27,65.00,721,25.46,64,77,4.85,68.00,0.1,2902.34,102488493,1.00,9.70,0.68,11.80,2.00,70.71,,,,
Philippines,2015,Developing,211,52,4.32,240.27,61.00,619,25.40,66,79,4.78,64.00,0.1,2878.34,101716359,1.00,9.70,0.68,11.70,1.00,70.55,,,,
Philippines,2014,Developing,214,54,4.52,231.27,67.00,58848,24.80,68,77,4.71,67.00,0.1,2842.94,101224923,1.00,9.70,0.68,11.70,2.00,70.39,,,,
Philippines,2013,Developing,219,55,4.61,224.59,89.00,2920,24.30,69,84,4.56,89.00,0.1,2762.89,98481321,1.00,9.70,0.67,11.70,1.00,70.23,,,,
Philippines,2012,Developing,217,56,5.02,212.74,88.00,1536,23.70,71,88,4.46,88.00,0.1,2581.82,96866642,1.00,9.70,0.67,11.60,3.00,70.07,,,,
Philippines,2011,Developing,218,57,4.96,191.49,87.00,6538,23.10,72,87,4.29,87.00,0.1,2352.52,95277943,1.00,9.70,0.67,11.50,1.00,69.92,,,,
Philippines,2010,Developing,218,58,4.85,198.26,77.00,6368,22.60,74,78,4.37,79.00,0.1,2129.50,93726624,1.00,9.70,0.66,11.40,1.00,69.76,,,,
Philippines,2009,Developing,219,59,4.42,159.53,85.00,1469,22.10,76,86,4.41,87.00,0.1,1825.34,92228792,1.00,9.70,0.66,11.70,3.00,69.61,,,,
Philippines,2008,Developing,217,60,4.21,155.48,88.00,341,21.60,78,91,4.50,91.00,0.1,1919.47,97518641,1.00,9.70,0.66,11.50,2.00,69.45,,,,
Philippines,2007,Developing,216,62,4.19,137.33,87.00,530,21.10,80,87,3.94,87.00,0.1,1672.69,89293492,1.00,9.70,0.65,11.40,1.00,69.33,,,,
Philippines,2006,Developing,219,63,4.08,121.36,77.00,9,20.60,82,88,3.95,88.00,0.1,1391.77,87894191,1.00,9.70,0.65,11.50,3.00,69.21,,,,
Philippines,2005,Developing,223,65,4.22,105.73,49.00,118,20.10,84,90,3.91,89.00,0.1,1194.70,86274237,1.00,9.70,0.64,11.60,1.00,69.10,,,,
Philippines,2004,Developing,218,66,4.45,133.99,48.00,3025,19.60,86,85,3.23,88.00,0.1,179.37,84678493,1.00,9.70,0.64,11.60,3.00,68.98,,,,
Philippines,2003,Developing,217,67,4.44,109.01,52.00,10511,19.20,87,85,3.25,84.00,0.1,11.55,83319543,1.00,9.70,0.63,11.60,2.00,68.86,,,,
Philippines,2002,Developing,221,68,4.42,109.99,42.00,7003,18.70,89,77,2.79,79.00,0.1,11.68,81352612,1.00,9.70,0.63,11.40,1.00,68.82,,,,
Philippines,2001,Developing,221,68,4.54,169.02,45.00,7360,18.30,89,76,3.00,79.00,0.1,957.29,79665315,1.00,9.70,0.62,11.40,4.00,68.77,,,,
Philippines,2000,Developing,219,69,4.73,116.97,47.00,7120,17.80,90,74,3.21,78.00,0.1,138.92,77991569,1.00,9.60,0.62,11.40,2.00,68.73,,,,
Romania,2021,Developed,193,1,9.98,1398.50,92.00,14,60.32,1,91,6.05,96.00,0.1,8932.50,19276596,2.10,2.10,0.78,14.50,152.60,73.22,,,,
Romania,2020,Developed,189,1,9.62,1430.60,91.00,113,60.54,1,90,5.85,91.00,0.1,8918.45,19289072,2.10,2.10,0.79,14.70,110.50,74.52,,,,
Romania,2019,Developed,172,1,9.51,1423.20,91.00,21,60.94,1,89,5.95,89.00,0.1,9023.45,19290497,2.20,2.20,0.80,14.90,1.00,75.96,,,,
Romania,2018,Developed,161,1,9.26,1542.30,94.00,253,60.88,2,94,5.93,92.00,0.1,9159.79,19421743,2.30,2.30,0.80,14.90,1.00,75.83,,,,
Romania,2017,Developed,153,2,9.41,1400.75,92.00,41,60.82,2,88,5.84,90.00,0.1,9092.79,19552989,2.30,2.50,0.79,14.80,1.00,75.65,,,,
Romania,2016,Developed,141,2,9.44,1661.41,94.00,0,60.76,2,92,5.75,91.00,0.1,9025.79,19684235,2.40,2.60,0.80,14.80,2.00,75.47,,,,
Romania,2015,Developed,133,2,9.49,1315.75,96.00,4,60.70,2,89,5.66,89.00,0.1,8958.79,19815481,2.50,2.70,0.80,14.70,1.00,75.30,,,,
Romania,2014,Developed,135,2,9.54,1576.41,94.00,59,59.90,2,94,5.57,94.00,0.1,9521.28,19989793,2.60,2.80,0.80,14.70,2.00,75.12,,,,
Romania,2013,Developed,138,2,9.59,1230.75,96.00,1159,59.20,2,88,5.60,92.00,0.1,9585.27,19983693,2.70,2.90,0.79,14.70,1.00,74.94,,,,
Romania,2012,Developed,138,2,9.58,1078.36,96.00,7450,58.40,2,92,5.48,91.00,0.1,8558.40,20158351,2.80,3.00,0.80,15.30,2.00,74.57,,,,
Romania,2011,Developed,139,2,9.10,1032.59,96.00,4189,57.70,2,89,5.53,89.00,0.1,9227.78,20147528,2.90,3.10,0.80,15.70,1.00,74.20,,,,
Romania,2010,Developed,153,2,9.00,983.25,98.00,193,56.90,2,94,5.83,94.00,0.1,8297.48,20246871,3.00,3.20,0.80,15.80,2.00,73.82,,,,
Romania,2009,Developed,158,2,10.40,1114.96,95.00,8,56.30,3,95,5.56,95.00,0.1,8221.83,20674873,3.00,3.30,0.80,15.40,1.00,73.45,,,,
Romania,2008,Developed,159,2,11.90,1028.08,97.00,12,55.60,3,95,5.33,96.00,0.1,8136.47,21378754,3.10,3.50,0.78,14.70,1.00,73.08,,,,
Romania,2007,Developed,154,3,10.60,919.17,99.00,353,55.00,3,96,5.21,96.00,0.1,8214.19,21829823,3.20,3.60,0.77,14.10,2.00,72.76,,,,
Romania,2006,Developed,157,3,8.51,665.64,99.00,3196,54.40,4,97,5.60,97.00,0.1,5828.75,21193767,3.20,3.70,0.76,13.70,1.00,72.44,,,,
Romania,2005,Developed,162,3,7.68,615.40,98.00,5043,53.90,4,97,5.47,97.00,0.1,4676.32,21319685,3.30,3.80,0.75,13.40,2.00,72.11,,,,
Romania,2004,Developed,165,4,9.82,431.33,99.00,117,53.40,4,97,5.43,97.00,0.1,3552.92,21451748,3.40,3.90,0.73,12.90,1.00,71.79,,,,
Romania,2003,Developed,174,4,8.78,375.17,98.00,9,52.90,4,97,5.30,97.00,0.1,2774.96,21574326,3.50,4.00,0.72,12.50,1.00,71.47,,,,
Romania,2002,Developed,178,4,9.62,278.23,99.00,14,52.40,5,98,4.57,98.00,0.1,2124.87,21734963,3.70,4.10,0.71,12.00,1.00,71.12,,,,
Romania,2001,Developed,179,4,9.78,180.11,98.00,10,51.90,5,99,4.36,99.00,0.1,1839.73,22131975,3.80,4.20,0.71,11.70,2.00,70.76,,,,
Romania,2000,Developed,175,4,10.16,152.64,98.00,35,51.40,5,99,4.33,99.00,0.1,1668.16,22442971,4.00,4.30,0.70,11.50,1.00,70.41,,,,
Sweden,2021,Developed,62,1,7.20,12123.00,72.00,56,60.30,0,97,12.60,96.00,0.1,51201.30,10014109,1.50,1.30,0.90,16.10,139.50,81.23,,,,
Sweden,2020,Developed,59,9,7.01,12056.50,71.00,23,60.50,0,97,12.10,96.00,0.1,50124.20,10015344,1.30,1.30,0.90,16.20,79.50,82.50,,,,
Sweden,2019,Developed,58,8,7.10,11947.12,70.00,21,61.10,0,96,12.03,97.00,0.1,51615.00,10036379,1.40,1.20,0.91,16.30,1.00,82.72,,,,
Sweden,2018,Developed,50,8,7.10,11842.12,69.00,15,60.70,0,96,12.01,97.00,0.1,54589.00,9971638,1.50,1.30,0.91,16.10,1.00,82.57,,,,
Sweden,2017,Developed,51,6,7.20,11737.12,68.00,12,60.30,0,97,11.99,97.00,0.1,53792.00,9904512,1.50,1.40,0.91,15.39,1.00,82.44,,,,
Sweden,2016,Developed,52,9,7.20,11632.12,63.00,0,59.90,0,98,11.97,98.00,0.1,51965.00,9836047,1.50,1.40,0.91,15.90,1.00,82.31,,,,
Sweden,2015,Developed,53,10,7.30,11527.12,67.00,22,59.50,0,98,11.95,98.00,0.1,51545.00,9799186,1.50,1.40,0.91,15.90,1.00,82.40,,,,
Sweden,2014,Developed,54,11,7.30,11422.12,67.00,26,59.00,0,98,11.93,98.00,0.1,60260.00,9696111,1.50,1.30,0.91,15.80,3.00,82.30,,,,
Sweden,2013,Developed,57,14,7.30,11212.67,67.00,51,58.50,0,98,11.97,98.00,0.1,62832.45,9637901,1.40,1.30,0.90,15.80,1.00,81.90,,,,
Sweden,2012,Developed,57,15,7.40,10947.02,53.00,30,58.10,0,98,11.80,98.00,0.1,57134.78,9519374,1.40,1.30,0.90,15.80,1.00,81.70,,,,
Sweden,2011,Developed,58,13,7.40,11477.67,64.00,26,57.70,0,98,11.70,98.00,0.1,59593.29,9449213,1.40,1.30,0.90,16.00,1.00,81.70,,,,
Sweden,2010,Developed,58,12,7.20,7782.48,68.00,6,57.30,0,98,9.47,98.00,0.1,52762.56,9378126,1.30,1.30,0.90,15.80,1.00,81.50,,,,
Sweden,2009,Developed,62,16,7.30,6821.07,65.00,3,56.90,0,98,9.94,98.00,0.1,54627.59,9298515,1.30,1.30,0.90,15.80,2.00,81.40,,,,
Sweden,2008,Developed,62,17,6.90,8105.59,59.00,25,56.50,0,98,9.23,98.00,0.1,55746.84,9219637,1.30,1.30,0.90,15.70,1.00,81.10,,,,
Sweden,2007,Developed,63,18,6.90,7593.39,57.00,1,56.10,0,98,8.92,98.00,0.1,53324.38,9148925,1.30,1.30,0.90,15.80,1.00,80.87,,,,
Sweden,2006,Developed,64,19,6.50,6369.52,51.00,19,55.70,0,98,8.95,98.00,0.1,46256.47,9162939,1.30,1.30,0.89,15.90,2.00,80.69,,,,
Sweden,2005,Developed,66,23,6.50,5990.39,53.00,13,55.30,0,98,9.60,98.00,0.1,43853.53,9096165,1.30,1.30,0.89,16.00,1.00,80.50,,,,
Sweden,2004,Developed,67,21,6.60,5793.36,49.00,5,54.90,0,99,9.90,99.00,0.1,42442.22,8993531,1.30,1.30,0.89,16.00,1.00,80.32,,,,
Sweden,2003,Developed,69,20,6.90,5067.41,46.00,3,54.40,0,99,9.31,99.00,0.1,36961.43,8958229,1.30,1.30,0.88,15.90,2.00,80.13,,,,
Sweden,2002,Developed,71,18,6.90,3998.10,36.00,9,53.90,0,99,9.23,99.00,0.1,29571.74,8924958,1.30,1.30,0.88,15.90,1.00,79.90,,,,
Sweden,2001,Developed,73,17,6.60,3554.55,28.00,5,53.40,0,99,8.86,99.00,0.1,26969.24,8895962,1.30,1.30,0.88,15.90,1.00,79.80,,,,
Sweden,2000,Developed,73,1,6.20,3689.73,23.00,59,52.80,0,99,8.18,99.00,0.1,29283.55,8872191,1.40,1.30,0.87,15.90,1.00,79.60,,,,
Belgium,2021,Developed,96,2,10.15,7785.60,96.00,46,64.20,1,96,11.55,97.00,0.1,45875.60,11393360,1.00,1.00,0.85,16.20,234.05,80.34,,,,
Belgium,2020,Developed,86,5,10.12,7648.50,95.00,51,64.60,1,97,10.99,97.00,0.1,46003.00,11449572,1.00,1.00,0.90,16.40,165.30,81.12,,,,
Belgium,2019,Developed,90,6,10.08,7550.60,95.00,19,64.90,1,97,10.69,97.00,0.1,46251.00,11539328,1.00,1.00,0.91,16.72,1.00,81.55,,,,
Belgium,2018,Developed,68,9,10.11,7451.60,96.00,15,64.60,1,98,10.67,98.00,0.1,44193.00,11482178,1.00,1.00,0.91,16.69,1.00,81.39,,,,
Belgium,2017,Developed,70,9,10.22,7352.60,97.00,26,64.30,1,98,10.65,98.00,0.1,41235.20,11454420,1.00,1.00,0.90,16.66,1.00,81.22,,,,
Belgium,2016,Developed,72,8,10.05,7361.35,97.00,61,64.00,1,98,10.63,99.00,0.1,40992.30,11354420,1.00,1.00,0.90,16.63,1.00,81.04,,,,
Belgium,2015,Developed,74,8,10.47,7262.35,98.00,47,63.70,1,99,10.61,99.00,0.1,43568.75,11274196,1.00,1.00,0.90,16.60,1.00,80.87,,,,
Belgium,2014,Developed,76,6,12.60,7163.35,98.00,70,63.40,1,99,10.59,99.00,0.1,47439.40,11295712,1.00,1.00,0.89,16.30,1.00,80.69,,,,
Belgium,2013,Developed,77,9,11.77,7023.59,98.00,39,63.00,1,99,10.57,99.00,0.1,46513.86,11182817,1.00,0.90,0.89,16.30,1.00,80.52,,,,
Belgium,2012,Developed,78,10,10.08,7664.47,98.00,109,62.60,1,99,10.54,99.00,0.1,44745.72,11128246,0.90,0.90,0.89,16.20,1.00,80.33,,,,
Belgium,2011,Developed,78,11,10.11,7135.30,97.00,576,62.30,1,98,10.42,98.00,0.1,47727.74,11477441,0.90,0.90,0.88,16.10,1.00,80.14,,,,
Belgium,2010,Developed,81,14,10.22,6657.36,97.00,40,61.90,1,98,10.17,98.00,0.1,44382.37,10895586,0.90,0.90,0.88,15.90,1.00,79.95,,,,
Belgium,2009,Developed,85,15,10.05,6719.38,97.00,33,61.60,1,98,10.39,98.00,0.1,44885.62,10796493,0.90,0.90,0.88,15.80,2.00,79.76,,,,
Belgium,2008,Developed,87,13,10.47,7191.05,98.00,98,61.30,1,99,9.60,99.00,0.1,48424.59,10779973,0.80,0.80,0.87,15.80,1.00,79.57,,,,
Belgium,2007,Developed,86,12,10.25,6403.56,94.00,64,6.90,1,99,9.25,98.00,0.1,44438.31,10696257,0.80,0.80,0.87,15.80,1.00,79.33,,,,
Belgium,2006,Developed,85,16,10.98,5579.20,94.00,15,6.60,1,99,9.17,98.00,0.1,38852.36,10547958,0.80,0.80,0.87,15.70,2.00,79.09,,,,
Belgium,2005,Developed,89,17,12.27,5068.21,77.00,26,6.20,1,97,9.24,97.00,0.1,36967.28,10478617,0.80,0.80,0.86,15.70,1.00,78.86,,,,
Belgium,2004,Developed,91,18,12.05,5160.51,64.00,61,59.80,1,96,9.32,95.00,0.1,35589.71,10421137,0.80,0.80,0.88,18.80,2.00,78.62,,,,
Belgium,2003,Developed,95,19,11.28,5073.06,64.00,44,59.40,1,96,9.30,95.00,0.1,37439.57,10376133,0.80,0.80,0.88,18.60,1.00,78.38,,,,
Belgium,2002,Developed,99,23,11.29,3203.18,6.00,0,59.00,1,96,8.46,95.00,0.1,25523.33,10232785,0.80,0.80,0.88,18.80,1.00,78.18,,,,
Belgium,2001,Developed,71,21,11.01,2943.38,6.00,83,58.50,1,96,8.29,95.00,0.1,23121.57,10328657,0.80,0.80,0.87,18.20,2.00,77.98,,,,
Belgium,2000,Developed,11,25,11.21,2872.08,6.00,0,58.10,1,96,8.12,95.00,0.1,23274.59,10125125,0.80,0.80,0.87,18.00,1.00,77.79,,,,
